id,address,city,state,zipcode,latitude,longitude,bedrooms,bathrooms,rooms,squareFootage,lotSize,yearBuilt,lastSaleDate,lastSaleAmount,priorSaleDate,priorSaleAmount,estimated_value
4971646,476 Tennyson St,Denver,CO,80204,39.724391,-105.043619,3,1,5,1110,7010,1946,11/3/2005,164000,,,298116
5112643,2435 N Gaylord St,Denver,CO,80205,39.752743,-104.96133,2,1,4,889,7810,1954,11/2/2005,205000,,,452049
184301163,2634 N Race St,Denver,CO,80205,39.755194,-104.963092,3,1,6,1180,4620,1911,11/2/2005,1570,,,472290
7239353,323 S Pennsylvania St,Denver,CO,80209,39.710686,-104.98185,2,2,5,1063,7790,1902,11/2/2005,314900,,,578165
7239349,1128 W 9th Ave,Denver,CO,80204,39.730236,-105.002336,3,1,5,955,3350,1884,11/2/2005,185000,,,355032
5112637,2211 N Marion St,Denver,CO,80205,39.749769,-104.972472,3,2,8,1930,3600,1890,11/1/2005,334500,,,586399
4794403,2920 Leyden St,Denver,CO,80207,39.758852,-104.914912,3,2,5,998,7630,1948,10/27/2005,180000,,,424708
39525944,820 S High St,Denver,CO,80209,39.701591,-104.964869,2,2,8,1140,4690,1922,10/27/2005,430000,,,762221
4852519,622 Madison St,Denver,CO,80206,39.72605,-104.945881,3,2,8,1105,5940,1927,10/26/2005,389000,,,657399
967508,3051 Oneida St,Denver,CO,80207,39.761078,-104.908567,3,1,6,1345,6630,1952,10/21/2005,170000,,,398098
7380544,1651 Harrison St,Denver,CO,80206,39.742953,-104.942195,2,2,7,1266,4680,1925,10/21/2005,253900,,,565480
7704360,2937 N Gaylord St,Denver,CO,80205,39.758849,-104.961334,3,2,6,1347,4700,1905,10/20/2005,250000,,,517029
4713010,1432 Clayton St,Denver,CO,80206,39.739026,-104.954889,4,3,7,2425,3888,1901,10/20/2005,365000,,,727114
4894857,1560 Newton St,Denver,CO,80204,39.741871,-105.036672,3,2,6,1170,6250,1923,10/18/2005,295000,,,573336
5112645,2222 N Race St,Denver,CO,80205,39.749948,-104.963126,3,2,6,1536,4170,1906,10/17/2005,289900,,,552379
768376,3542 N Monroe St,Denver,CO,80205,39.76646,-104.944854,2,1,4,755,6790,1945,10/14/2005,89942,,,353512
7043406,2334 Jasmine St,Denver,CO,80207,39.751801,-104.918451,3,2,6,1338,6250,1939,10/13/2005,350000,,,570614
4761929,223 N Pearl St,Denver,CO,80203,39.719822,-104.98059,2,1,5,818,4687,1905,10/12/2005,208980,,,443842
147262959,3453 N Saint Paul St,Denver,CO,80205,39.765443,-104.951521,2,2,5,876,4640,1938,12/22/2016,450500,5/24/2016,304100,470828
2136244,3516 N Saint Paul St,Denver,CO,80205,39.766068,-104.950832,2,2,5,937,4690,1938,5/6/2016,270000,4/15/2016,229000,450143
43760008,3421 N Harrison St,Denver,CO,80205,39.764909,-104.942032,2,2,5,856,4630,1938,11/18/2016,406000,3/31/2016,310000,425769
141061767,3009 Ash St,Denver,CO,80207,39.76042,-104.938602,2,2,4,1044,5950,1938,1/25/2017,485000,1/26/2016,362500,428192
19969770,3070 Ash St,Denver,CO,80207,39.761425,-104.938004,4,4,7,1648,5950,1938,3/22/2017,610000,1/6/2016,305500,619943
1764925,1468 Tennyson St,Denver,CO,80204,39.739759,-105.043675,2,2,6,1244,6250,1938,4/10/2015,485000,7/16/2014,280000,505546
145855581,3401 N Steele St,Denver,CO,80205,39.764616,-104.950285,2,2,5,1062,4650,1938,11/25/2014,359000,5/30/2014,211550,455130
31636090,2895 Ash St,Denver,CO,80207,39.758162,-104.938617,2,2,5,1146,5950,1938,7/20/2017,565000,2/25/2014,389000,579946
18804940,450 Tennyson St,Denver,CO,80204,39.723981,-105.043616,1,2,4,1122,7010,1938,4/7/2016,280000,1/22/2014,110100,243667
18270183,600 Vrain St,Denver,CO,80204,39.725923,-105.045967,2,2,6,1123,7060,1938,6/6/2013,179900,11/5/2012,80000,361181
39760037,2816 Bellaire St,Denver,CO,80207,39.756927,-104.936916,2,1,5,927,5950,1938,1/21/2015,299000,10/31/2012,249000,389834
144724336,3513 W 7th Ave,Denver,CO,80204,39.727989,-105.034308,2,1,4,700,4710,1938,10/22/2012,115500,4/16/2012,56500,264137
3585482,3423 N Saint Paul St,Denver,CO,80205,39.764924,-104.951524,2,2,6,882,4640,1938,7/24/2015,362500,3/16/2012,236500,445216
1151899,3925 N Adams St,Denver,CO,80205,39.771487,-104.949018,2,1,4,754,6260,1938,2/13/2012,38500,12/28/2011,0,283970
51573830,3916 N Adams St,Denver,CO,80205,39.771446,-104.948414,2,1,5,730,9390,1938,1/31/2012,67000,9/16/2011,0,362311
150842570,3825 N Cook St,Denver,CO,80205,39.769762,-104.947861,2,1,4,744,6250,1938,12/15/2011,55025,9/8/2011,122889,277065
184294590,2280 Locust St,Denver,CO,80207,39.750753,-104.913657,2,3,5,1732,6550,1938,4/20/2012,475000,8/25/2011,260000,757761
17080909,2639 N Fillmore St,Denver,CO,80205,39.755138,-104.954042,2,2,5,1058,7310,1938,1/12/2012,371000,8/12/2011,208000,592205
1151886,3943 N Cook St,Denver,CO,80205,39.771827,-104.94788,2,3,4,957,6260,1938,12/28/2016,437000,11/29/2010,64200,415417
49269676,443 S Gaylord St,Denver,CO,80209,39.708473,-104.962028,3,3,7,2080,6240,1938,6/17/2016,834900,9/27/2010,550000,1127774
8443794,3441 N Steele St,Denver,CO,80205,39.765231,-104.950283,2,2,5,770,4650,1938,3/3/2014,269000,9/2/2010,215000,443674
7123931,3801 N Adams St,Denver,CO,80205,39.769394,-104.948915,2,2,5,984,4690,1938,8/20/2010,168850,2/2/2010,0,434547
46097499,3609 Bruce Randolph Ave,Denver,CO,80205,39.764747,-104.944597,2,1,4,952,9370,1938,9/30/2016,330000,12/14/2009,152000,351902
2201560,2720 N Gaylord St,Denver,CO,80205,39.756202,-104.96064,2,2,5,958,4690,1938,2/24/2010,207200,11/23/2009,0,494789
26609383,910 S Euclid Way,Denver,CO,80209,39.699969,-104.955813,3,4,9,2100,4240,1938,11/4/2014,849900,10/31/2008,575000,956445
778418,3500 N Saint Paul St,Denver,CO,80205,39.765863,-104.95083,3,2,6,970,4690,1938,10/4/2016,426000,9/8/2008,206000,453721
19767959,2291 Leyden St,Denver,CO,80207,39.750888,-104.915477,3,2,6,1442,6710,1938,9/1/2015,560000,7/14/2008,305000,559777
28612934,855 S Josephine St,Denver,CO,80209,39.701377,-104.958475,3,4,9,2867,8329,1938,3/16/2016,1200000,7/2/2008,1079620,1502570
11196714,2980 Clermont St,Denver,CO,80207,39.759881,-104.934721,2,2,5,949,5950,1938,6/12/2015,417000,10/19/2007,285000,452315
13833097,3435 N Saint Paul St,Denver,CO,80205,39.765131,-104.951523,2,1,5,876,4640,1938,10/27/2014,283000,6/19/2007,198500,402327
10130420,1375 Tennyson St,Denver,CO,80204,39.73802,-105.04432,2,2,5,1135,6300,1938,5/26/2017,497000,8/7/2006,269500,510658
30425805,3071 Ash St,Denver,CO,80207,39.761385,-104.938599,2,2,5,994,5950,1938,9/30/2009,209000,7/12/2006,289500,468629
7380539,2277 Leyden St,Denver,CO,80207,39.750743,-104.915475,3,2,6,1251,6100,1938,11/3/2016,656000,9/4/2005,450000,680945
3541411,3419 N Fillmore St,Denver,CO,80205,39.764864,-104.954016,2,2,7,1023,4920,1938,7/8/2011,205000,8/11/2005,214000,456424
2422309,865 S Medea Way,Denver,CO,80209,39.701213,-104.953591,3,3,7,1393,5450,1938,7/26/2007,605000,6/2/2005,580000,875777
2136242,3411 N Fillmore St,Denver,CO,80205,39.764763,-104.954016,2,1,5,849,4920,1938,7/21/2015,335500,1/6/2005,170000,401810
1789754,1241 Tennyson St,Denver,CO,80204,39.736044,-105.044191,2,1,5,605,4790,1938,4/20/2016,175000,11/17/2004,139000,384247
2661773,2850 Forest St,Denver,CO,80207,39.757547,-104.926621,4,3,9,1779,6250,1938,6/19/2013,489900,9/1/2004,399000,753730
39818872,2035 Leyden St,Denver,CO,80207,39.74823,-104.915489,3,3,7,1699,7620,1938,7/23/2004,530000,5/11/2004,395800,749081
4801314,1029 S Columbine St,Denver,CO,80209,39.697814,-104.957281,3,2,8,1357,6160,1938,9/4/2005,665000,8/8/2002,567500,787706
46335621,2055 Leyden St,Denver,CO,80207,39.748534,-104.915487,3,2,7,1434,6860,1938,7/31/2015,715000,7/8/2002,408000,758527
49252215,1027 S Elizabeth St,Denver,CO,80209,39.697813,-104.956129,3,3,9,1603,6160,1938,12/16/2010,585000,10/17/2001,490000,835972
30450760,316 Gaylord St,Denver,CO,80206,39.721326,-104.960367,3,4,8,3927,11800,1938,5/23/2007,1693200,5/3/2001,875000,2332492
49346523,3536 N Milwaukee St,Denver,CO,80205,39.766413,-104.952069,2,2,5,932,5620,1938,5/1/2014,240000,4/5/2001,159900,443008
51190471,951 S Williams St,Denver,CO,80209,39.699241,-104.966708,3,3,7,1890,6540,1938,10/2/2009,621900,1/19/1999,394500,1035049
10409476,3845 N Cook St,Denver,CO,80205,39.770103,-104.947859,3,2,5,855,6250,1938,4/22/1999,109500,5/21/1998,0,403214
9019116,3457 N Steele St,Denver,CO,80205,39.765545,-104.950283,2,2,5,952,4650,1938,7/11/2006,163000,2/20/1998,0,440010
150463342,955 S Columbine St,Denver,CO,80209,39.699242,-104.957281,5,4,10,2424,6164,1938,4/30/2014,1230000,11/1/1997,55000,1684695
54675483,3090 Ash St,Denver,CO,80207,39.761697,-104.938003,2,2,6,1348,5950,1938,5/19/2017,488000,8/31/1993,72000,502338
184318868,885 S Sherman St,Denver,CO,80209,39.70043,-104.985407,2,2,5,1114,6250,1938,4/10/2014,336500,4/1/1991,49900,499691
145519486,3430 N Harrison St,Denver,CO,80205,39.76506,-104.941409,2,1,5,938,6150,1938,1/7/2016,285000,7/21/1988,62969,402352
184287434,2831 Forest St,Denver,CO,80207,39.757168,-104.927401,4,2,8,2236,9370,1938,1/30/2017,559900,8/1/1983,92500,622809
7380537,2075 Leyden St,Denver,CO,80207,39.748834,-104.915486,2,2,5,1168,6100,1936,10/10/2005,425000,,,666239
1789765,940 Quitman St,Denver,CO,80204,39.732074,-105.040245,3,2,6,836,6260,1955,10/7/2005,164000,,,327428
7043410,5816 Montview Blvd,Denver,CO,80207,39.747106,-104.919508,4,4,7,2294,5460,1929,9/29/2005,635000,,,1173370
5112850,1614 Yates St,Denver,CO,80204,39.74273,-105.050583,2,1,5,787,6250,1928,9/29/2005,233345,,,431701
4511755,2521 N Glencoe St,Denver,CO,80207,39.753346,-104.926097,2,1,5,966,4690,1925,9/28/2005,290000,,,514933
16742299,2960 Krameria St,Denver,CO,80207,39.759506,-104.916087,3,1,5,996,7630,1948,9/26/2005,28100,,,391977
39585987,2515 Krameria St,Denver,CO,80207,39.75319,-104.916677,2,1,6,1124,6500,1942,9/26/2005,222500,,,552247
39614679,738 S Gaylord St,Denver,CO,80209,39.703099,-104.961409,3,2,8,1088,4680,1928,9/26/2005,454000,,,738648
7380538,2320 Leyden St,Denver,CO,80207,39.751474,-104.914798,2,2,5,1089,8120,1942,9/21/2005,310000,,,518972
4648878,1015 Tennyson St,Denver,CO,80204,39.733188,-105.044337,5,2,8,1860,5480,1906,9/21/2005,170000,,,351575
4421967,1310 Stuart St,Denver,CO,80204,39.7369,-105.04246,2,1,4,909,6250,1950,9/15/2005,115000,,,408286
1027435,1350 Steele St,Denver,CO,80206,39.737789,-104.949173,4,2,7,1564,4160,1908,9/13/2005,305000,,,654753
27353304,3300 N Gaylord St,Denver,CO,80205,39.763422,-104.960643,2,2,6,1024,6260,1937,4/13/2016,461500,6/1/2015,285000,429888
149248159,2865 Forest St,Denver,CO,80207,39.757819,-104.927398,2,2,5,1061,6250,1937,4/14/2017,607000,6/5/2014,455000,594795
46105060,2227 Locust St,Denver,CO,80207,39.749863,-104.914328,2,3,5,1205,6100,1937,11/24/2014,549000,4/30/2014,415000,611055
41337311,1434 Milwaukee St,Denver,CO,80206,39.739118,-104.951491,2,3,7,1371,4762,1937,6/27/2016,530000,12/31/2012,379000,672950
15463925,2290 Jasmine St,Denver,CO,80207,39.750894,-104.918421,3,3,6,1486,6200,1937,9/5/2014,420750,4/19/2012,360000,636079
15469638,255 Gaylord St,Denver,CO,80206,39.720561,-104.961119,4,6,9,4712,12700,1937,11/1/2016,2870600,5/5/2011,1793000,3021674
19832447,2255 Leyden St,Denver,CO,80207,39.750309,-104.915477,3,2,6,1582,6710,1937,2/12/2015,651500,3/2/2011,450000,743391
39598501,3800 E 7th Avenue Pkwy,Denver,CO,80206,39.726914,-104.942609,2,3,10,2332,7430,1937,3/23/2011,707000,2/8/2011,625000,1070553
41869721,3510 N Milwaukee St,Denver,CO,80205,39.766025,-104.952066,2,2,5,862,6250,1937,2/26/2015,339000,1/24/2011,212500,443829
51546139,2080 Locust St,Denver,CO,80207,39.748954,-104.913661,2,2,6,1278,5850,1937,5/7/2013,402900,1/4/2011,369900,575245
25899437,1090 S Gilpin St,Denver,CO,80209,39.696743,-104.967211,3,4,6,2566,6250,1937,3/11/2016,1359000,10/27/2010,920000,1544997
43127469,3434 N Saint Paul St,Denver,CO,80205,39.765127,-104.950782,2,2,5,878,4650,1937,5/21/2010,224500,1/14/2010,105000,451360
169230,3030 Clermont St,Denver,CO,80207,39.760738,-104.93472,2,2,5,1166,5950,1937,10/13/2015,433900,10/30/2009,268000,477958
22179808,4340 Montview Blvd,Denver,CO,80207,39.747066,-104.936106,3,5,6,1749,6280,1937,11/6/2009,515000,9/14/2009,0,1077381
1789684,4325 E 29th Ave,Denver,CO,80207,39.758491,-104.936417,2,2,5,931,5870,1937,8/22/2016,421000,7/8/2009,279000,477775
18765450,2905 Birch St,Denver,CO,80207,39.758642,-104.936417,2,2,5,931,6410,1937,7/29/2013,340000,8/18/2008,248000,482702
12984604,3438 N Saint Paul St,Denver,CO,80205,39.76523,-104.950781,2,2,5,869,4650,1937,10/21/2013,290000,5/19/2008,189900,454321
165889,6201 Montview Blvd,Denver,CO,80207,39.747761,-104.916113,3,4,7,2482,7810,1937,5/9/2008,552000,3/10/2008,0,911779
11923020,3500 N Milwaukee St,Denver,CO,80205,39.765887,-104.952065,2,2,5,812,6250,1937,5/19/2008,222600,1/10/2008,110000,441216
15803051,1620 N Washington St,Denver,CO,80203,39.742124,-104.978434,6,3,12,3434,4237,1937,10/17/2007,480000,8/10/2007,0,773962
13024464,855 S Columbine St,Denver,CO,80209,39.70122,-104.95696,3,3,9,2358,7384,1937,9/6/2011,755000,4/17/2007,840000,1176249
4063161,1435 Raleigh St,Denver,CO,80204,39.739176,-105.042,2,2,5,1127,6250,1937,6/3/2013,288100,2/15/2007,227000,482702
30482633,2375 Birch St,Denver,CO,80207,39.752467,-104.936447,3,2,6,1313,5950,1937,4/17/2017,640000,1/24/2007,379000,630507
11637930,2238 Locust St,Denver,CO,80207,39.750039,-104.913659,4,4,6,2228,6430,1937,6/20/2016,810000,1/23/2007,648000,913443
8755678,2225 Leyden St,Denver,CO,80207,39.749725,-104.915479,2,3,5,2096,6100,1937,5/12/2014,491000,11/8/2006,385000,656272
9064207,3636 E 7th Avenue Pkwy,Denver,CO,80206,39.726868,-104.944207,3,4,7,2154,6200,1937,10/10/2011,607000,6/30/2006,800000,1089807
8711810,2363 Forest St,Denver,CO,80207,39.752205,-104.927295,2,2,5,1178,6250,1937,8/14/2008,437500,6/16/2006,405000,635082
11662720,2083 Cherry St,Denver,CO,80207,39.74895,-104.934239,3,3,6,1607,5950,1937,11/11/2006,522500,1/20/2006,315000,695318
3455178,885 S Columbine St,Denver,CO,80209,39.700653,-104.957425,2,2,7,1300,5560,1937,6/3/2010,543000,7/22/2005,582000,786435
292584,2975 Clermont St,Denver,CO,80207,39.759745,-104.935324,3,2,7,1548,5950,1937,6/14/2005,300000,6/9/2005,115911,482251
39716187,1072 S Josephine St,Denver,CO,80209,39.696992,-104.957802,3,4,9,2927,6150,1937,11/22/2013,1130000,4/5/2005,435000,1413380
26679298,4330 Montview Blvd,Denver,CO,80207,39.747066,-104.936284,3,4,8,2161,6250,1937,10/30/2008,671750,3/7/2005,615000,918999
1789654,3520 N Milwaukee St,Denver,CO,80205,39.766161,-104.952067,2,2,7,987,6250,1937,7/26/2005,196000,1/14/2005,141925,447361
39868900,555 Circle Dr,Denver,CO,80206,39.72481,-104.961598,5,6,13,5149,15000,1937,7/16/2009,3050000,9/7/2004,2150000,4427392
12024695,2675 Cherry St,Denver,CO,80207,39.756116,-104.934228,2,2,6,1253,5950,1937,3/28/2007,340000,10/31/2003,330000,588005
42977237,1010 S Josephine St,Denver,CO,80209,39.698093,-104.957799,2,2,7,1312,6160,1937,3/29/2013,636000,3/31/2003,470000,885230
43233046,2862 Dexter St,Denver,CO,80207,39.757619,-104.932498,2,2,5,1069,5950,1937,12/22/2014,342500,3/26/2003,265000,537939
3816102,2645 Ash St,Denver,CO,80207,39.755559,-104.938637,2,3,5,1504,5530,1937,8/22/2005,412000,1/16/2003,342500,719375
2787250,2990 Albion St,Denver,CO,80207,39.760016,-104.939118,2,2,6,1340,6880,1937,1/10/2005,280000,7/29/2002,222500,533133
46105402,2232 Locust St,Denver,CO,80207,39.749896,-104.913658,2,2,5,1250,6320,1937,5/7/2014,490000,6/27/2002,359900,589913
3816139,3019 N Elizabeth St,Denver,CO,80205,39.759906,-104.956458,2,2,6,1001,5760,1937,8/1/2005,237600,5/14/2002,185000,464539
43028665,2280 Jasmine St,Denver,CO,80207,39.750757,-104.918421,2,2,5,1201,6200,1937,6/16/2003,365000,11/13/2001,350000,602840
39665511,590 Race St,Denver,CO,80206,39.725407,-104.963038,3,5,9,2857,9560,1937,6/24/2004,1050000,8/15/2001,859000,1574351
49187203,735 Race St,Denver,CO,80206,39.728029,-104.963975,2,1,6,1086,6240,1937,7/25/2001,399000,7/25/2001,399000,678172
49411185,2835 N Clayton St,Denver,CO,80205,39.757644,-104.955226,2,2,5,1081,6250,1937,4/23/2013,330000,6/11/2001,236000,541063
51273793,211 E 4th Ave,Denver,CO,80203,39.722811,-104.984696,3,1,5,807,5620,1937,2/1/2002,208000,10/13/2000,80000,483095
39786183,2883 Forest St,Denver,CO,80207,39.757993,-104.927399,4,3,8,1845,9370,1937,4/26/2004,339000,8/23/2000,275000,608906
19832440,2275 Leyden St,Denver,CO,80207,39.750599,-104.915476,3,2,6,1601,6710,1937,12/22/2008,465000,5/1/2000,338500,704953
49316692,619 S Race St,Denver,CO,80209,39.705211,-104.964342,2,4,5,2309,4680,1937,7/11/2001,306000,3/17/2000,330000,1151891
43056664,6225 Montview Blvd,Denver,CO,80207,39.74776,-104.91567,3,4,7,2283,7250,1937,10/14/2003,580000,11/30/1999,448000,886421
51221167,500 S Corona St,Denver,CO,80209,39.707341,-104.974258,3,4,7,2855,6350,1937,7/3/2017,1020000,9/29/1999,685000,1234596
1800603,2620 Holly St,Denver,CO,80207,39.755193,-104.921973,2,1,5,1004,5370,1937,8/30/2013,290000,8/3/1999,165000,459857
51205221,265 Vine St,Denver,CO,80206,39.720627,-104.962448,4,4,10,3960,12400,1937,8/17/2000,1350000,10/7/1998,940000,2605632
54261785,3428 N Saint Paul St,Denver,CO,80205,39.765025,-104.950783,2,2,5,884,4650,1937,8/6/1998,100000,2/24/1998,0,443973
184294594,2222 Locust St,Denver,CO,80207,39.749754,-104.913659,3,3,6,1514,5850,1937,12/16/2016,578000,7/1/1993,174900,601600
39536662,833 Fillmore St,Denver,CO,80206,39.729979,-104.953207,2,2,8,1523,6250,1921,9/12/2005,545000,,,763571
4166152,2539 N Lafayette St,Denver,CO,80205,39.75406,-104.971235,4,2,7,1328,3180,1900,9/12/2005,262500,,,474593
150068051,4444 W 17th Ave,Denver,CO,80204,39.743796,-105.044856,2,1,5,1520,6520,1965,9/11/2005,144500,,,504983
26237405,3540 Oneida St,Denver,CO,80207,39.766488,-104.907827,2,1,4,761,7500,1953,9/11/2005,165000,,,377499
4277802,2355 N Williams St,Denver,CO,80205,39.751686,-104.966293,2,2,5,1092,4750,1929,9/11/2005,235100,,,476274
3785656,603 Elati St,Denver,CO,80204,39.725877,-104.994338,5,4,11,2037,6025,1892,9/11/2005,204000,,,630987
4852524,735 Saint Paul St,Denver,CO,80206,39.728066,-104.950883,3,2,8,1708,6880,1918,9/9/2005,435000,,,765289
4219030,444 Quitman St,Denver,CO,80204,39.723828,-105.040227,2,1,4,978,5860,1953,9/8/2005,148150,,,261435
4277775,2875 Monaco Pkwy,Denver,CO,80207,39.757916,-104.913179,3,4,7,2605,12300,1949,9/8/2005,350000,,,749682
4852525,856 Monroe St,Denver,CO,80206,39.730228,-104.944777,2,2,6,936,4460,1901,9/8/2005,298000,,,469365
184275888,3005 Kearney St,Denver,CO,80207,39.760329,-104.917906,3,2,5,997,6740,1949,9/7/2005,2850,,,406268
967507,3055 Oneida St,Denver,CO,80207,39.761228,-104.908568,2,2,4,784,7190,1952,9/4/2005,150000,,,366033
39581139,973 S Downing St,Denver,CO,80209,39.698909,-104.973733,4,4,11,3409,5540,1926,9/2/2005,510000,,,1380744
39540757,2200 E 7th Avenue Pkwy,Denver,CO,80206,39.726933,-104.961027,2,2,6,1335,6250,1953,8/31/2005,530000,,,778580
4433636,2970 Oneida St,Denver,CO,80207,39.759747,-104.907754,2,1,4,746,6900,1952,8/29/2005,145900,,,355350
4484351,2691 Clermont St,Denver,CO,80207,39.756367,-104.935328,2,1,5,1283,3810,1921,8/29/2005,295000,,,517361
8323631,497 Wolff St,Denver,CO,80204,39.723602,-105.048875,3,3,6,1307,6390,2005,8/18/2005,220000,,,362363
39532583,2970 E Cherry Creek South Dr # 4,Denver,CO,80209,39.714232,-104.952765,4,4,9,2857,5411,1996,8/18/2005,1000000,,,1142672
184309396,649 Canosa Ct,Denver,CO,80204,39.726603,-105.020163,2,1,5,1000,6250,1907,8/18/2005,35000,,,285642
184317167,250 Vine St,Denver,CO,80206,39.720373,-104.961634,3,4,7,2474,10900,1936,9/28/2016,1675000,2/16/2016,1500000,1776092
2142370,1460 Utica St,Denver,CO,80204,39.739622,-105.044847,2,3,5,1234,6250,1936,4/6/2016,560000,10/15/2015,353000,488678
29467352,3344 N Steele St,Denver,CO,80205,39.764087,-104.949565,3,2,5,927,3910,1936,8/25/2016,459000,7/14/2015,235500,476189
43075029,1410 Raleigh St,Denver,CO,80204,39.738796,-105.041325,2,2,7,1192,6250,1936,4/19/2016,550000,5/8/2015,392000,496089
54261789,3414 N Saint Paul St,Denver,CO,80205,39.76482,-104.950784,2,2,5,792,4650,1936,12/5/2016,442000,8/13/2014,350000,455444
184317335,208 S Gilpin St,Denver,CO,80209,39.712691,-104.967167,4,4,10,2651,4680,1936,5/2/2016,1150000,2/6/2014,820000,1263819
23604377,3044 Ash St,Denver,CO,80207,39.761015,-104.938006,2,2,5,1281,5950,1936,9/8/2016,440000,6/21/2013,351000,486233
2201557,2942 N Columbine St,Denver,CO,80205,39.759029,-104.956982,2,2,6,931,6320,1936,6/13/2014,401000,3/9/2012,290000,507718
54261787,3420 N Saint Paul St,Denver,CO,80205,39.764922,-104.950782,2,2,5,849,4650,1936,5/17/2012,225000,11/3/2011,100000,450380
146481149,2071 Kearney St,Denver,CO,80207,39.748774,-104.917882,2,2,5,1268,6250,1936,5/8/2014,540000,9/29/2010,460000,669214
149464906,1633 Gaylord St,Denver,CO,80206,39.742206,-104.961343,2,2,4,940,5625,1936,11/20/2015,510000,9/24/2010,215000,545184
53038503,2986 Albion St,Denver,CO,80207,39.759871,-104.939119,2,2,5,1248,5950,1936,9/17/2013,342000,6/16/2010,0,530665
144251286,350 Gaylord St,Denver,CO,80206,39.721896,-104.96037,4,4,9,2962,7460,1936,5/26/2017,1785000,12/1/2009,1175000,1798115
39510582,1661 Garfield St,Denver,CO,80206,39.743047,-104.94452,2,2,5,1205,6240,1936,9/15/2016,580000,3/31/2009,365000,617681
184664348,607 W 5th Ave,Denver,CO,80204,39.7243,-104.995674,2,2,5,1089,1863,1936,7/15/2011,445000,1/11/2008,0,354910
2787252,3070 Bellaire St,Denver,CO,80207,39.761433,-104.936904,2,2,5,1208,5950,1936,11/24/2014,447000,6/15/2007,394000,552206
12460351,3034 N Josephine St,Denver,CO,80205,39.760227,-104.958238,2,1,5,984,4700,1936,5/25/2017,435000,3/5/2007,219800,436877
11080716,3060 Ash St,Denver,CO,80207,39.761289,-104.938005,2,2,5,1092,5950,1936,11/18/2011,329900,12/22/2006,300850,508261
1764929,1448 Tennyson St,Denver,CO,80204,39.739485,-105.043674,3,2,6,1292,6250,1936,7/8/2011,262000,12/12/2006,243000,500266
4653917,1053 Irving St,Denver,CO,80204,39.733874,-105.030144,2,1,5,844,7709,1936,6/19/2014,188065,10/9/2006,95000,315163
8486082,815 Lowell Blvd,Denver,CO,80204,39.729719,-105.03544,3,1,6,1473,9410,1936,1/24/2007,100000,8/10/2006,143979,352378
4915845,3035 Bellaire St,Denver,CO,80207,39.760871,-104.937507,2,2,5,1283,5950,1936,1/16/2013,389900,11/16/2005,345000,576089
2715848,450 Race St,Denver,CO,80206,39.722868,-104.96294,4,4,10,3655,22915,1936,3/5/2013,1500000,7/7/2005,1700000,2275781
1800585,2601 Hudson St,Denver,CO,80207,39.754902,-104.923777,2,2,6,1497,6250,1936,6/9/2017,515000,7/6/2005,261500,556245
1789674,2865 Albion St,Denver,CO,80207,39.757746,-104.939724,3,2,7,1417,5950,1936,3/18/2014,419000,4/7/2005,315000,591945
39862480,2115 E 4th Ave,Denver,CO,80206,39.722765,-104.961565,5,6,13,4921,15000,1936,8/31/2009,2725000,9/22/2004,1832601,4910648
18469220,646 Meade St,Denver,CO,80204,39.727411,-105.035876,2,1,6,993,4700,1936,12/15/2004,125500,7/22/2004,0,308699
30238526,965 S University Blvd,Denver,CO,80209,39.698971,-104.959716,2,2,5,1078,6500,1936,3/16/2011,393900,7/6/2004,341000,571247
39807646,864 S Ogden St,Denver,CO,80209,39.700819,-104.975424,2,2,5,871,4500,1936,6/10/2016,700000,5/20/2004,334900,590900
42990784,3031 Bellaire St,Denver,CO,80207,39.760735,-104.937506,2,2,5,1234,5950,1936,6/18/2009,311500,11/26/2003,279900,506543
1027429,1321 Saint Paul St,Denver,CO,80206,39.737215,-104.950914,2,2,6,884,4460,1936,2/28/2005,249900,2/19/2003,235000,527521
30710832,810 Detroit St,Denver,CO,80206,39.729432,-104.953731,2,2,7,1304,6250,1936,5/12/2006,495000,1/4/2002,380000,676968
49445639,2965 Ash St,Denver,CO,80207,39.759609,-104.938609,3,2,6,1244,6890,1936,10/3/2013,319500,11/6/2001,210000,509471
43145505,922 S Cove Way,Denver,CO,80209,39.699796,-104.952869,3,3,8,1618,5500,1936,8/14/2003,570000,8/14/2001,518000,802454
7136589,1400 Raleigh St,Denver,CO,80204,39.738659,-105.041324,3,3,6,1495,6250,1936,1/20/2006,321150,11/28/2000,178000,526314
51277646,758 Bonnie Brae Blvd,Denver,CO,80209,39.702878,-104.957675,3,2,8,1892,8390,1936,10/18/2000,399000,1/13/2000,299000,926098
184290452,2231 Leyden St,Denver,CO,80207,39.749861,-104.915478,2,2,5,1229,6100,1936,6/15/2017,590801,2/18/1997,100000,604779
184754869,6401 Montview Blvd,Denver,CO,80207,39.747753,-104.913765,3,7,11,3043,8220,1936,8/13/2015,902500,6/1/1977,77000,1199296
39557039,2323 N Emerson St,Denver,CO,80205,39.751199,-104.976094,3,3,7,1744,4675,1895,8/18/2005,298000,,,552934
3635800,3529 Jasmine St,Denver,CO,80207,39.766201,-104.919119,4,2,6,1411,6250,1954,8/17/2005,178000,,,389610
4761944,2640 N Fillmore St,Denver,CO,80205,39.755269,-104.953295,2,2,6,1061,6250,1952,8/17/2005,220000,,,465088
